t,utilA
116.2,0.0140447028223498
116.3,0.016449074863204
116.4,0.0190345895067959
116.5,0.0217986951623264
116.6,0.0247386639912274
116.7,0.0278515945992115
116.8,0.0311344148995974
116.9,0.0345838851450875
117,0.0381966011250106
117.1,0.0419689975248622
117.2,0.0458973514448417
117.3,0.0499777860739088
117.4,0.0542062745157177
117.5,0.0585786437626907
117.6,0.0630905788142627
117.7,0.0677376269352692
117.8,0.0725152020502619
117.9,0.0774185892694048
118,0.0824429495415046
118.1,0.0875833244295745
118.2,0.0928346410042004
118.3,0.0981917168499257
118.4,0.103649265179657
118.5,0.10920190005209
118.6,0.114844141686986
118.7,0.120570421873044
118.8,0.126375089463065
118.9,0.132252415950942
119,0.13819660112501
119.1,0.144201778792154
119.2,0.150262022567029
119.3,0.156371351720692
119.4,0.162523737082856
119.5,0.168713106991953
119.6,0.174933353287139
119.7,0.181178337336297
119.8,0.187441896094138
119.9,0.193717848184374
